Nombre,Latitud,Longitud,Municipio,Tipo,Area_Ha,Descripcion,pendiente_pct,enp_dist_m,agua_dist_m,usos_dist_m,dist_autopista_km,autopista_cercana,cobertura_pct,poblacion_30km,dist_competencia_km,estacion_cercana,subst_dist_m,subst_encontrada,desv_centroide_km,concentracion_30km_pct,dist_nucleo_km,nucleo_cercano,motivos_rechazo,aprobado,eliminado_dedup
Parque Empresarial Oeste,36.679745,-6.155974,Cádiz,industrial,43.19,OSM: industrial | 43.2 ha | Cádiz,4.0,960,512,,0.44,26,23.3,768408,9.63,Amazon El Puerto de Santa María (Cádiz),853,True,5.69,71.9,1.71,Jerez de la Frontera,F1(pendiente=4.0%),False,False
Polígono Ganadero La Jarosa,37.511948,-6.280809,Sevilla,industrial,43.0,OSM: industrial | 43.0 ha | Sevilla,8.0,,351,,16.58,795,45.1,682508,32.09,Amazon DSP Sevilla,4523,True,22.91,38.0,29.73,Sevilla,F1(pendiente=8.0%) | F5(16.6 km>15.0 km),False,False
Polígono Industrial San Pancracio,37.394034,-4.74093,Córdoba,industrial,42.03,OSM: industrial | 42.0 ha | Córdoba,6.33,,305,342,14.44,113,17.8,204689,47.65,Correos Express Hub Córdoba,797,True,29.48,23.1,55.05,Córdoba,F1(pendiente=6.3%) | F12(Córdoba 55.0 km>50.0 km),False,False
Dragados Off-shore,36.526992,-6.248973,Cádiz,industrial,41.73,OSM: industrial | 41.7 ha | Cádiz,2.67,1442,,,0.86,4,20.4,748405,9.59,Amazon El Puerto de Santa María (Cádiz),1850,True,10.38,80.6,3.54,Cádiz,,True,True
Poligono_Industrial_015,37.498208,-6.231308,Sevilla,industrial,41.45,OSM: industrial | 41.5 ha | Sevilla,3.0,628,570,,12.7,795,43.4,1040690,27.64,Amazon DSP Sevilla,1238,True,22.02,58.1,25.16,Sevilla,,True,False
Polígono Industrial Store,37.410473,-5.960109,Sevilla,industrial,41.25,OSM: industrial | 41.2 ha | Sevilla,2.0,,216,,0.81,nodo_206128450,44.7,1521266,5.23,SEUR Hub Sevilla,42,True,5.58,81.8,3.16,Sevilla,,True,True
Polígono Industrial El Cerro,37.557119,-6.033655,Sevilla,industrial,41.09,OSM: industrial | 41.1 ha | Sevilla,3.0,,75,260,5.73,795,43.5,1264370,22.73,SEUR Hub Sevilla,1341,True,19.95,71.5,19.32,Sevilla,F3(Agua a 75 m (mín 140 m)),False,False
Poligono_Industrial_016,37.460244,-6.056521,Sevilla,industrial,40.99,OSM: industrial | 41.0 ha | Sevilla,3.67,1747,,,1.04,nodo_860467083,43.9,1439811,14.0,Amazon DSP Sevilla,478,True,11.76,79.6,10.35,Sevilla,F1(pendiente=3.7%),False,False
Polígono Industrial El Cruce,37.311522,-5.892109,Sevilla,industrial,40.79,OSM: industrial | 40.8 ha | Sevilla,2.67,,,99,0.12,8,45.5,1512359,7.31,SEUR Hub Sevilla,1809,True,5.97,80.1,11.37,Dos Hermanas,F4(residential a 99 m (mín 200 m)),False,False
Poligono_Brownfield_004,36.729857,-5.92164,Cádiz,brownfield,40.75,OSM: brownfield | 40.8 ha | Cádiz,6.0,,96,,0.86,15,28.3,392229,29.76,Amazon El Puerto de Santa María (Cádiz),2454,True,11.54,28.8,19.92,Jerez de la Frontera,F1(pendiente=6.0%) | F3(Agua a 96 m (mín 140 m)),False,False
Zona Franca,37.335716,-5.999145,Sevilla,industrial,40.6,OSM: industrial | 40.6 ha | Sevilla,3.0,,268,,1.35,545,45.1,1522267,2.32,Amazon DSP Sevilla,171,True,3.13,81.2,5.86,Dos Hermanas,,True,True
Poligono_Industrial_017,37.319032,-4.369681,Córdoba,industrial,40.5,OSM: industrial | 40.5 ha | Córdoba,16.67,1158,60,257,11.12,72,6.7,127431,53.12,Amazon DQA8 Escúzar (Granada),5119,True,26.58,37.4,72.86,Córdoba,F1(pendiente=16.7%) | F3(Agua a 60 m (mín 140 m)) | F12(Córdoba 72.9 km>50.0 km),False,False
Polígono Industrial Los Santos,37.422149,-4.520607,Córdoba,industrial,39.44,OSM: industrial | 39.4 ha | Córdoba,3.0,,,50,1.92,56,16.4,229879,50.62,Correos Express Hub Córdoba,3114,True,34.02,27.7,56.61,Córdoba,F4(residential a 50 m (mín 200 m)) | F12(Córdoba 56.6 km>50.0 km),False,False
Polígono Industrial Tecnocórdoba,37.899379,-4.732079,Córdoba,industrial,39.25,OSM: industrial | 39.2 ha | Córdoba,3.67,,302,,0.52,398,16.5,374670,10.65,Correos Express Hub Córdoba,2314,True,13.09,53.5,4.33,Córdoba,F1(pendiente=3.7%),False,False
Parque Empresarial Dehesa Boyal,37.363534,-6.54308,Huelva,industrial,38.39,OSM: industrial | 38.4 ha | Huelva,5.0,,569,,0.76,50,45.8,163305,49.79,Amazon DSP Sevilla,1912,True,31.62,7.2,37.99,Huelva,F1(pendiente=5.0%),False,False
Poligono_Industrial_018,37.608955,-4.294842,Córdoba,industrial,38.18,OSM: industrial | 38.2 ha | Córdoba,13.67,,,,22.33,47,14.6,135784,50.25,Correos Express Hub Córdoba,240,True,35.9,18.2,52.72,Córdoba,F1(pendiente=13.7%) | F5(22.3 km>15.0 km) | F12(Córdoba 52.7 km>50.0 km),False,False
Exolum Arahal I,37.249236,-5.581471,Sevilla,industrial,37.43,OSM: industrial | 37.4 ha | Sevilla,6.33,,500,,0.8,37,46.8,309384,33.62,SEUR Hub Sevilla,388,True,27.31,13.9,38.39,Dos Hermanas,F1(pendiente=6.3%),False,False
Polígono Industrial Las Palomas,37.396581,-4.506075,Córdoba,industrial,37.36,OSM: industrial | 37.4 ha | Córdoba,9.0,,,410,2.38,nodo_878923531,16.3,224612,53.73,Correos Express Hub Córdoba,848,True,37.08,27.2,59.73,Córdoba,F1(pendiente=9.0%) | F12(Córdoba 59.7 km>50.0 km),False,False
Poligono_Industrial_019,37.355397,-5.831464,Sevilla,industrial,37.14,OSM: industrial | 37.1 ha | Sevilla,3.33,,,,0.89,11A,45.3,1525702,8.86,SEUR Hub Sevilla,2097,True,9.57,80.9,13.57,Dos Hermanas,F1(pendiente=3.3%),False,False
Polígono Industrial La Gravera,37.280349,-7.235956,Huelva,industrial,36.87,OSM: industrial | 36.9 ha | Huelva,3.67,,324,,1.03,117,9.6,291705,111.34,Amazon DSP Sevilla,3085,True,23.69,68.2,25.15,Huelva,F1(pendiente=3.7%),False,False
Cementos Portland Valderrivas,37.358831,-5.864135,Alcalá de Guadaira,industrial,36.8,OSM: industrial | 36.8 ha | Sevilla,5.33,,,,1.28,9,45.3,1534388,5.95,SEUR Hub Sevilla,215,True,7.0,81.4,10.68,Dos Hermanas,F1(pendiente=5.3%),False,False
Muelle de las Cabezuelas,36.521678,-6.252762,Cádiz,puerto,36.59,OSM: puerto | 36.6 ha | Cádiz,2.33,1850,,,1.24,4,20.4,717213,10.25,Amazon El Puerto de Santa María (Cádiz),1816,True,11.02,77.8,3.26,Cádiz,,True,True
Heineken España,37.391289,-5.863058,Sevilla,industrial,36.44,OSM: industrial | 36.4 ha | Sevilla,1.67,,417,,0.4,5,45.0,1534390,6.37,SEUR Hub Sevilla,275,True,8.13,81.9,10.35,Dos Hermanas,,True,True
Total Terminal International Algeciras,36.129784,-5.425452,Cádiz,industrial,36.18,OSM: industrial | 36.2 ha | Cádiz,0.0,2316,,,3.08,1118,8.4,271529,88.95,Amazon El Puerto de Santa María (Cádiz),841,True,15.26,72.3,88.46,Jerez de la Frontera,F12(Jerez de la Frontera 88.5 km>50.0 km),False,False
Polígono Industrial Sepes,37.233339,-7.391172,Huelva,industrial,35.94,OSM: industrial | 35.9 ha | Huelva,14.0,2142,218,,0.86,131,8.4,98112,125.07,Amazon El Puerto de Santa María (Cádiz),682,True,33.56,23.8,38.92,Huelva,F1(pendiente=14.0%),False,False
Poligono_Industrial_020,37.297673,-5.911264,Sevilla,industrial,35.82,OSM: industrial | 35.8 ha | Sevilla,2.0,,,92,1.78,14,45.6,1500936,8.21,SEUR Hub Sevilla,283,True,5.54,79.4,11.57,Dos Hermanas,F4(residential a 92 m (mín 200 m)),False,False
Polígono de Astilleros,37.34202,-5.997453,Sevilla,industrial,35.65,OSM: industrial | 35.6 ha | Sevilla,2.0,,222,,0.99,9A,45.1,1530008,1.78,Amazon DSP Sevilla,722,True,2.83,81.5,5.15,Dos Hermanas,,True,True
Polígono Industrial Aceitunero,37.267829,-5.929749,Sevilla,industrial,35.62,OSM: industrial | 35.6 ha | Sevilla,0.67,,,288,1.67,558,45.5,1466156,10.16,Amazon DSP Sevilla,1406,True,7.62,77.9,13.89,Dos Hermanas,,True,True
Parque Empresarial Zaudín,37.361036,-6.051193,Sevilla,industrial,35.44,OSM: industrial | 35.4 ha | Sevilla,5.33,,296,392,1.76,0B,44.6,1487616,6.41,Amazon DSP Sevilla,912,True,6.6,80.5,6.8,Sevilla,F1(pendiente=5.3%),False,False
Polígono Industrial Los Palillos,37.369743,-5.87499,Sevilla,industrial,34.89,OSM: industrial | 34.9 ha | Sevilla,3.0,,,192,0.85,9,45.3,1541934,4.86,SEUR Hub Sevilla,663,True,6.34,81.8,9.46,Dos Hermanas,F4(residential a 192 m (mín 200 m)),False,False
Antiguo Hospital militar de San Pablo,37.405908,-5.89056,Sevilla,brownfield,34.84,OSM: brownfield | 34.8 ha | Sevilla,2.33,,357,,2.43,532,45.1,1540882,5.3,SEUR Hub Sevilla,589,True,7.21,82.0,8.2,Dos Hermanas,,True,True
Parque Sevilla Industrial - Parsi,37.375516,-5.920436,Sevilla,industrial,34.72,OSM: industrial | 34.7 ha | Sevilla,1.0,,,,1.76,nodo_249613175,45.0,1536186,1.04,SEUR Hub Sevilla,1284,True,3.86,82.1,5.4,Dos Hermanas,,True,True
Polígono Industrial El Palmar,36.616614,-6.206785,Cádiz,industrial,33.94,OSM: industrial | 33.9 ha | Cádiz,1.33,1447,540,455,0.55,nodo_960792737,21.0,762919,1.39,Amazon El Puerto de Santa María (Cádiz),374,True,5.49,79.7,9.57,Jerez de la Frontera,,True,False
Polígono Industrial El Blanquillo,38.279035,-5.402695,Córdoba,industrial,33.59,OSM: industrial | 33.6 ha | Córdoba,1.67,,,,36.89,nodo_946210215,2.2,20739,73.42,Correos Express Hub Córdoba,,False,26.32,17.2,69.75,Córdoba,"F5(36.9 km>15.0 km) | F7(población 20,739 hab. en 30 km) | F12(Córdoba 69.8 km>50.0 km)",False,False
Polígono Industrial El Algarrobito,37.257725,-6.823244,Huelva,industrial,33.13,OSM: industrial | 33.1 ha | Huelva,4.33,,,,7.49,77,14.0,332841,75.29,Amazon DSP Sevilla,2629,True,10.18,53.2,11.47,Huelva,F1(pendiente=4.3%),False,False
Área Logística de Córdoba,37.877487,-4.829381,Córdoba,industrial,33.08,OSM: industrial | 33.1 ha | Córdoba,2.33,,,,4.42,3,16.9,382350,6.89,Correos Express Hub Córdoba,1376,True,11.95,53.3,4.55,Córdoba,,True,True
Polígono Industrial Los Polvillares,37.413576,-4.508315,Córdoba,industrial,32.74,OSM: industrial | 32.7 ha | Córdoba,3.0,,352,,0.89,nodo_878923531,16.3,228721,51.98,Correos Express Hub Córdoba,2250,True,35.39,27.7,57.92,Córdoba,F12(Córdoba 57.9 km>50.0 km),False,False
Polígono Industrial El Pilero,37.481794,-5.65,Sevilla,industrial,32.63,OSM: industrial | 32.6 ha | Sevilla,4.33,1295,361,,0.34,508,44.2,692422,27.67,SEUR Hub Sevilla,632,True,24.27,34.7,31.02,Dos Hermanas,F1(pendiente=4.3%),False,False
comercial,37.358923,-5.977786,Sevilla,comercial,32.19,OSM: comercial | 32.2 ha | Sevilla,2.0,970,260,39,1.79,0A,45.2,1527395,1.01,Amazon DSP Sevilla,502,True,1.87,81.3,3.04,Dos Hermanas,F4(school a 39 m (mín 200 m)),False,False
Poligono_Brownfield_005,36.52107,-6.220729,Cádiz,brownfield,32.12,OSM: brownfield | 32.1 ha | Cádiz,2.67,596,372,300,0.28,2,20.6,686026,9.89,Amazon El Puerto de Santa María (Cádiz),209,True,9.76,74.6,6.1,Cádiz,,True,True
Poligono_Industrial_021,37.346572,-5.991534,Sevilla,industrial,31.43,OSM: industrial | 31.4 ha | Sevilla,3.33,2267,100,,0.59,9A,45.1,1530008,1.09,Amazon DSP Sevilla,787,True,2.3,81.5,4.52,Dos Hermanas,F1(pendiente=3.3%) | F3(Agua a 100 m (mín 140 m)),False,False
Zona de Actividades Logísticas Área del Fresno,36.169606,-5.460807,Cádiz,industrial,31.23,OSM: industrial | 31.2 ha | Cádiz,0.67,424,12,,0.27,nodo_567472149,8.4,274460,83.76,Amazon El Puerto de Santa María (Cádiz),368,True,9.95,72.9,83.1,Jerez de la Frontera,F2(ENP a 424 m (mín 500 m): Parque Natural los Alcorn) | F3(Agua a 12 m (mín 140 m)) | F12(Jerez de la Frontera 83.1 km>50.0 km),False,False
Zona de actividades logísticas Batán,37.351423,-5.9988,Sevilla,industrial,30.88,OSM: industrial | 30.9 ha | Sevilla,1.0,2082,395,,0.76,12,45.2,1533629,1.67,Amazon DSP Sevilla,1573,True,2.91,81.5,4.21,Dos Hermanas,,True,False
Poligono_Industrial_022,37.341878,-5.436097,Sevilla,industrial,30.47,OSM: industrial | 30.5 ha | Sevilla,0.67,,266,,7.36,49A,45.9,170514,43.77,SEUR Hub Sevilla,1975,True,34.16,7.7,48.32,Dos Hermanas,,True,False
Autologística de Andalucía,37.218894,-4.773828,Sevilla,comercial,30.29,OSM: comercial | 30.3 ha | Sevilla,1.0,,411,,1.06,120,10.0,113693,54.76,Amazon DQA3 Málaga,1002,True,22.08,22.5,71.53,Algeciras,F12(Algeciras 71.5 km>50.0 km),False,False
Poligono_Industrial_023,37.245422,-5.109495,Sevilla,industrial,30.1,OSM: industrial | 30.1 ha | Sevilla,9.67,,386,0,1.91,82,13.9,104733,69.47,Correos Express Hub Córdoba,1707,True,15.51,15.1,77.17,Córdoba,F1(pendiente=9.7%) | F4(residential a 0 m (mín 200 m)) | F12(Córdoba 77.2 km>50.0 km),False,False
Parque Joyero,37.874808,-4.81499,Córdoba,industrial,29.96,OSM: industrial | 30.0 ha | Córdoba,2.0,2523,,389,3.61,3,16.9,386903,6.23,Correos Express Hub Córdoba,239,True,11.6,53.9,3.46,Córdoba,,True,True
Parque Tecnológico de TecnoBahía,36.650848,-6.263138,Cádiz,industrial,29.94,OSM: industrial | 29.9 ha | Cádiz,3.33,,,,6.48,21,21.6,740817,5.95,Amazon El Puerto de Santa María (Cádiz),305,True,11.04,74.9,11.77,Jerez de la Frontera,F1(pendiente=3.3%),False,False
Astilleros de Cádiz - Navantia,36.528345,-6.280334,Cádiz,industrial,29.64,OSM: industrial | 29.6 ha | Cádiz,3.33,1304,,460,3.66,4,20.4,738415,10.56,Amazon El Puerto de Santa María (Cádiz),605,True,12.55,79.6,0.75,Cádiz,F1(pendiente=3.3%),False,False
Polígono Industrial Espaldillas,37.367092,-5.891668,Sevilla,industrial,29.53,OSM: industrial | 29.5 ha | Sevilla,1.33,,,,1.1,5,44.9,1539815,3.4,SEUR Hub Sevilla,675,True,5.44,82.4,8.09,Dos Hermanas,,True,True
Poligono_Comercial_001,37.322183,-5.41155,Sevilla,comercial,29.46,OSM: comercial | 29.5 ha | Sevilla,1.33,,,323,6.07,49A,45.7,156231,46.14,SEUR Hub Sevilla,807,True,35.39,6.9,50.75,Dos Hermanas,F12(Dos Hermanas 50.8 km>50.0 km),False,False
Parque de Innovación Empresarial Soland,37.399914,-6.248765,Sevilla,industrial,29.39,OSM: industrial | 29.4 ha | Sevilla,0.67,1429,502,,4.53,23,47.8,1168911,24.39,Amazon DSP Sevilla,3493,True,13.93,59.8,23.58,Sevilla,,True,False
Parque Tecnológico Agroindustrial de Jerez,36.73116,-6.08701,Cádiz,industrial,29.37,OSM: industrial | 29.4 ha | Cádiz,1.33,,164,,0.34,631,26.9,643417,17.95,Amazon El Puerto de Santa María (Cádiz),348,True,0.64,51.5,7.05,Jerez de la Frontera,,True,False
Polígono Industrial Piedra Hincada,37.349532,-5.828687,Sevilla,industrial,28.78,OSM: industrial | 28.8 ha | Sevilla,2.0,,,281,0.28,nodo_249065618,45.1,1514853,9.24,SEUR Hub Sevilla,1401,True,9.54,80.9,13.98,Dos Hermanas,,True,True
Poligono_Industrial_024,38.494068,-5.136809,Córdoba,industrial,28.65,OSM: industrial | 28.6 ha | Córdoba,2.33,,229,302,37.47,nodo_946210215,1.5,46717,80.53,Correos Express Hub Córdoba,274,True,22.58,62.8,74.26,Córdoba,F5(37.5 km>15.0 km) | F12(Córdoba 74.3 km>50.0 km),False,False
Poligono_Industrial_025,36.956057,-5.800801,Sevilla,industrial,28.63,OSM: industrial | 28.6 ha | Sevilla,6.67,,,,13.29,nodo_325136207,54.4,226964,46.59,Amazon DSP Sevilla,,False,27.67,8.1,42.71,Jerez de la Frontera,F1(pendiente=6.7%),False,False
Parque Empresarial Palmetillo,37.37494,-5.906406,Sevilla,industrial,28.62,OSM: industrial | 28.6 ha | Sevilla,1.67,,389,435,1.51,5,45.0,1539815,2.16,SEUR Hub Sevilla,1850,True,4.79,82.2,6.62,Dos Hermanas,,True,True
Parque Empresarial Vega del Rey,37.38073,-6.029772,Sevilla,comercial,28.59,OSM: comercial | 28.6 ha | Sevilla,1.0,,,306,0.47,15B,44.6,1484700,5.57,Amazon DSP Sevilla,450,True,5.65,80.4,4.28,Sevilla,,True,True
Poligono_Industrial_026,37.416226,-4.489938,Córdoba,industrial,28.49,OSM: industrial | 28.5 ha | Córdoba,6.33,,59,279,0.84,nodo_878923531,16.2,225575,52.55,Correos Express Hub Córdoba,792,True,36.29,27.4,58.34,Córdoba,F1(pendiente=6.3%) | F3(Agua a 59 m (mín 140 m)) | F12(Córdoba 58.3 km>50.0 km),False,False
Poligono_Industrial_027,37.300104,-4.879809,Sevilla,industrial,28.47,OSM: industrial | 28.5 ha | Sevilla,5.67,,,170,0.35,105,11.9,121272,58.24,Correos Express Hub Córdoba,595,True,17.68,20.3,65.99,Córdoba,F1(pendiente=5.7%) | F4(residential a 170 m (mín 200 m)) | F12(Córdoba 66.0 km>50.0 km),False,False
Palmones II - P.E.T. Las Marismas,36.183317,-5.433025,Cádiz,industrial,28.4,OSM: industrial | 28.4 ha | Cádiz,1.67,994,,255,0.57,1112 B,8.5,274460,84.93,Amazon El Puerto de Santa María (Cádiz),768,True,11.49,72.1,83.91,Jerez de la Frontera,F12(Jerez de la Frontera 83.9 km>50.0 km),False,False
Poligono_Industrial_028,36.750793,-6.338418,Cádiz,industrial,28.26,OSM: industrial | 28.3 ha | Cádiz,2.33,,,102,1.08,9,23.3,584573,18.88,Amazon El Puerto de Santa María (Cádiz),214,True,16.46,54.3,19.51,Jerez de la Frontera,F4(residential a 102 m (mín 200 m)),False,False
Polígono Industrial San Jorge,37.222025,-6.880237,Huelva,industrial,27.8,OSM: industrial | 27.8 ha | Huelva,2.0,,,305,5.27,18,11.9,321360,80.9,Amazon DSP Sevilla,1139,True,10.46,60.8,7.74,Huelva,,True,True
Polígono Industrial El Cáñamo II,37.4865,-5.928941,Sevilla,industrial,27.47,OSM: industrial | 27.5 ha | Sevilla,0.67,,429,262,4.94,nodo_1064874500,44.6,1473729,12.95,SEUR Hub Sevilla,1119,True,13.21,80.0,11.9,Sevilla,,True,False
Polígono Industrial La Palmera,37.304487,-5.971974,Sevilla,industrial,27.28,OSM: industrial | 27.3 ha | Sevilla,4.0,864,228,417,0.86,nodo_249510577,45.5,1515969,5.11,Amazon DSP Sevilla,1250,True,3.7,80.3,9.11,Dos Hermanas,F1(pendiente=4.0%),False,False
Polígono Industrial El Machorro,36.482482,-5.923973,Cádiz,industrial,27.05,OSM: industrial | 27.1 ha | Cádiz,9.33,,,,0.83,24,27.7,503536,30.01,Amazon El Puerto de Santa María (Cádiz),1142,True,5.0,39.9,29.22,Jerez de la Frontera,F1(pendiente=9.3%),False,False
Torneo Parque Empresarial,37.427027,-5.975157,Sevilla,comercial,26.85,OSM: comercial | 26.9 ha | Sevilla,1.0,,,268,2.45,21,44.6,1486676,7.49,SEUR Hub Sevilla,343,True,7.45,80.5,4.36,Sevilla,,True,True
